date,pincode,district,state,center_type,footfall
2025-04-06,400001,Mumbai City,Maharashtra,Urban,120
2025-04-07,400001,Mumbai City,Maharashtra,Urban,332
2025-04-08,400001,Mumbai City,Maharashtra,Urban,377
2025-04-09,400001,Mumbai City,Maharashtra,Urban,273
2025-04-10,400001,Mumbai City,Maharashtra,Urban,20
2025-04-11,400001,Mumbai City,Maharashtra,Urban,334
2025-04-12,400001,Mumbai City,Maharashtra,Urban,148
2025-04-13,400001,Mumbai City,Maharashtra,Urban,174
2025-04-14,400001,Mumbai City,Maharashtra,Urban,69
2025-04-15,400001,Mumbai City,Maharashtra,Urban,516
2025-04-16,400001,Mumbai City,Maharashtra,Urban,273
2025-04-17,400001,Mumbai City,Maharashtra,Urban,305
2025-04-18,400001,Mumbai City,Maharashtra,Urban,302
2025-04-19,400001,Mumbai City,Maharashtra,Urban,199
2025-04-20,400001,Mumbai City,Maharashtra,Urban,157
2025-04-21,400001,Mumbai City,Maharashtra,Urban,409
2025-04-22,400001,Mumbai City,Maharashtra,Urban,357
2025-04-23,400001,Mumbai City,Maharashtra,Urban,234
2025-04-24,400001,Mumbai City,Maharashtra,Urban,251
2025-04-25,400001,Mumbai City,Maharashtra,Urban,253
2025-04-26,400001,Mumbai City,Maharashtra,Urban,208
2025-04-27,400001,Mumbai City,Maharashtra,Urban,161
2025-04-28,400001,Mumbai City,Maharashtra,Urban,309
2025-04-29,400001,Mumbai City,Maharashtra,Urban,305
2025-04-30,400001,Mumbai City,Maharashtra,Urban,243
2025-05-01,400001,Mumbai City,Maharashtra,Urban,72
2025-05-02,400001,Mumbai City,Maharashtra,Urban,379
2025-05-03,400001,Mumbai City,Maharashtra,Urban,129
2025-05-04,400001,Mumbai City,Maharashtra,Urban,158
2025-05-05,400001,Mumbai City,Maharashtra,Urban,416
2025-05-06,400001,Mumbai City,Maharashtra,Urban,361
2025-05-07,400001,Mumbai City,Maharashtra,Urban,306
2025-05-08,400001,Mumbai City,Maharashtra,Urban,256
2025-05-09,400001,Mumbai City,Maharashtra,Urban,325
2025-05-10,400001,Mumbai City,Maharashtra,Urban,163
2025-05-11,400001,Mumbai City,Maharashtra,Urban,137
2025-05-12,400001,Mumbai City,Maharashtra,Urban,271
2025-05-13,400001,Mumbai City,Maharashtra,Urban,303
2025-05-14,400001,Mumbai City,Maharashtra,Urban,287
2025-05-15,400001,Mumbai City,Maharashtra,Urban,239
2025-05-16,400001,Mumbai City,Maharashtra,Urban,258
2025-05-17,400001,Mumbai City,Maharashtra,Urban,143
2025-05-18,400001,Mumbai City,Maharashtra,Urban,120
2025-05-19,400001,Mumbai City,Maharashtra,Urban,293
2025-05-20,400001,Mumbai City,Maharashtra,Urban,290
2025-05-21,400001,Mumbai City,Maharashtra,Urban,252
2025-05-22,400001,Mumbai City,Maharashtra,Urban,274
2025-05-23,400001,Mumbai City,Maharashtra,Urban,172
2025-05-24,400001,Mumbai City,Maharashtra,Urban,216
2025-05-25,400001,Mumbai City,Maharashtra,Urban,105
2025-05-26,400001,Mumbai City,Maharashtra,Urban,315
2025-05-27,400001,Mumbai City,Maharashtra,Urban,293
2025-05-28,400001,Mumbai City,Maharashtra,Urban,302
2025-05-29,400001,Mumbai City,Maharashtra,Urban,246
2025-05-30,400001,Mumbai City,Maharashtra,Urban,244
2025-05-31,400001,Mumbai City,Maharashtra,Urban,193
2025-06-01,400001,Mumbai City,Maharashtra,Urban,184
2025-06-02,400001,Mumbai City,Maharashtra,Urban,387
2025-06-03,400001,Mumbai City,Maharashtra,Urban,442
2025-06-04,400001,Mumbai City,Maharashtra,Urban,371
2025-06-05,400001,Mumbai City,Maharashtra,Urban,458
2025-06-06,400001,Mumbai City,Maharashtra,Urban,371
2025-06-07,400001,Mumbai City,Maharashtra,Urban,237
2025-06-08,400001,Mumbai City,Maharashtra,Urban,171
2025-06-09,400001,Mumbai City,Maharashtra,Urban,372
2025-06-10,400001,Mumbai City,Maharashtra,Urban,403
2025-06-11,400001,Mumbai City,Maharashtra,Urban,348
2025-06-12,400001,Mumbai City,Maharashtra,Urban,433
2025-06-13,400001,Mumbai City,Maharashtra,Urban,331
2025-06-14,400001,Mumbai City,Maharashtra,Urban,269
2025-06-15,400001,Mumbai City,Maharashtra,Urban,146
2025-06-16,400001,Mumbai City,Maharashtra,Urban,453
2025-06-17,400001,Mumbai City,Maharashtra,Urban,352
2025-06-18,400001,Mumbai City,Maharashtra,Urban,337
2025-06-19,400001,Mumbai City,Maharashtra,Urban,342
2025-06-20,400001,Mumbai City,Maharashtra,Urban,385
2025-06-21,400001,Mumbai City,Maharashtra,Urban,222
2025-06-22,400001,Mumbai City,Maharashtra,Urban,149
2025-06-23,400001,Mumbai City,Maharashtra,Urban,406
2025-06-24,400001,Mumbai City,Maharashtra,Urban,342
2025-06-25,400001,Mumbai City,Maharashtra,Urban,313
2025-06-26,400001,Mumbai City,Maharashtra,Urban,296
2025-06-27,400001,Mumbai City,Maharashtra,Urban,216
2025-06-28,400001,Mumbai City,Maharashtra,Urban,236
2025-06-29,400001,Mumbai City,Maharashtra,Urban,92
2025-06-30,400001,Mumbai City,Maharashtra,Urban,321
2025-07-01,400001,Mumbai City,Maharashtra,Urban,515
2025-07-02,400001,Mumbai City,Maharashtra,Urban,382
2025-07-03,400001,Mumbai City,Maharashtra,Urban,413
2025-07-04,400001,Mumbai City,Maharashtra,Urban,257
2025-07-05,400001,Mumbai City,Maharashtra,Urban,164
2025-07-06,400001,Mumbai City,Maharashtra,Urban,243
2025-07-07,400001,Mumbai City,Maharashtra,Urban,534
2025-07-08,400001,Mumbai City,Maharashtra,Urban,411
2025-07-09,400001,Mumbai City,Maharashtra,Urban,392
2025-07-10,400001,Mumbai City,Maharashtra,Urban,336
2025-07-11,400001,Mumbai City,Maharashtra,Urban,275
2025-07-12,400001,Mumbai City,Maharashtra,Urban,163
2025-07-13,400001,Mumbai City,Maharashtra,Urban,115
2025-07-14,400001,Mumbai City,Maharashtra,Urban,430
2025-07-15,400001,Mumbai City,Maharashtra,Urban,386
2025-07-16,400001,Mumbai City,Maharashtra,Urban,313
2025-07-17,400001,Mumbai City,Maharashtra,Urban,279
2025-07-18,400001,Mumbai City,Maharashtra,Urban,325
2025-07-19,400001,Mumbai City,Maharashtra,Urban,201
2025-07-20,400001,Mumbai City,Maharashtra,Urban,150
2025-07-21,400001,Mumbai City,Maharashtra,Urban,309
2025-07-22,400001,Mumbai City,Maharashtra,Urban,355
2025-07-23,400001,Mumbai City,Maharashtra,Urban,366
2025-07-24,400001,Mumbai City,Maharashtra,Urban,314
2025-07-25,400001,Mumbai City,Maharashtra,Urban,316
2025-07-26,400001,Mumbai City,Maharashtra,Urban,213
2025-07-27,400001,Mumbai City,Maharashtra,Urban,123
2025-07-28,400001,Mumbai City,Maharashtra,Urban,328
2025-07-29,400001,Mumbai City,Maharashtra,Urban,284
2025-07-30,400001,Mumbai City,Maharashtra,Urban,327
2025-07-31,400001,Mumbai City,Maharashtra,Urban,340
2025-08-01,400001,Mumbai City,Maharashtra,Urban,240
2025-08-02,400001,Mumbai City,Maharashtra,Urban,198
2025-08-03,400001,Mumbai City,Maharashtra,Urban,113
2025-08-04,400001,Mumbai City,Maharashtra,Urban,365
2025-08-05,400001,Mumbai City,Maharashtra,Urban,290
2025-08-06,400001,Mumbai City,Maharashtra,Urban,287
2025-08-07,400001,Mumbai City,Maharashtra,Urban,353
2025-08-08,400001,Mumbai City,Maharashtra,Urban,194
2025-08-09,400001,Mumbai City,Maharashtra,Urban,210
2025-08-10,400001,Mumbai City,Maharashtra,Urban,133
2025-08-11,400001,Mumbai City,Maharashtra,Urban,363
2025-08-12,400001,Mumbai City,Maharashtra,Urban,326
2025-08-13,400001,Mumbai City,Maharashtra,Urban,243
2025-08-14,400001,Mumbai City,Maharashtra,Urban,210
2025-08-15,400001,Mumbai City,Maharashtra,Urban,21
2025-08-16,400001,Mumbai City,Maharashtra,Urban,221
2025-08-17,400001,Mumbai City,Maharashtra,Urban,96
2025-08-18,400001,Mumbai City,Maharashtra,Urban,327
2025-08-19,400001,Mumbai City,Maharashtra,Urban,199
2025-08-20,400001,Mumbai City,Maharashtra,Urban,289
2025-08-21,400001,Mumbai City,Maharashtra,Urban,320
2025-08-22,400001,Mumbai City,Maharashtra,Urban,202
2025-08-23,400001,Mumbai City,Maharashtra,Urban,173
2025-08-24,400001,Mumbai City,Maharashtra,Urban,106
2025-08-25,400001,Mumbai City,Maharashtra,Urban,265
2025-08-26,400001,Mumbai City,Maharashtra,Urban,240
2025-08-27,400001,Mumbai City,Maharashtra,Urban,66
2025-08-28,400001,Mumbai City,Maharashtra,Urban,398
2025-08-29,400001,Mumbai City,Maharashtra,Urban,194
2025-08-30,400001,Mumbai City,Maharashtra,Urban,200
2025-08-31,400001,Mumbai City,Maharashtra,Urban,168
2025-09-01,400001,Mumbai City,Maharashtra,Urban,316
2025-09-02,400001,Mumbai City,Maharashtra,Urban,291
2025-09-03,400001,Mumbai City,Maharashtra,Urban,321
2025-09-04,400001,Mumbai City,Maharashtra,Urban,208
2025-09-05,400001,Mumbai City,Maharashtra,Urban,190
2025-09-06,400001,Mumbai City,Maharashtra,Urban,108
2025-09-07,400001,Mumbai City,Maharashtra,Urban,176
2025-09-08,400001,Mumbai City,Maharashtra,Urban,299
2025-09-09,400001,Mumbai City,Maharashtra,Urban,263
2025-09-10,400001,Mumbai City,Maharashtra,Urban,280
2025-09-11,400001,Mumbai City,Maharashtra,Urban,254
2025-09-12,400001,Mumbai City,Maharashtra,Urban,222
2025-09-13,400001,Mumbai City,Maharashtra,Urban,142
2025-09-14,400001,Mumbai City,Maharashtra,Urban,107
2025-09-15,400001,Mumbai City,Maharashtra,Urban,286
2025-09-16,400001,Mumbai City,Maharashtra,Urban,313
2025-09-17,400001,Mumbai City,Maharashtra,Urban,264
2025-09-18,400001,Mumbai City,Maharashtra,Urban,299
2025-09-19,400001,Mumbai City,Maharashtra,Urban,205
2025-09-20,400001,Mumbai City,Maharashtra,Urban,129
2025-09-21,400001,Mumbai City,Maharashtra,Urban,100
2025-09-22,400001,Mumbai City,Maharashtra,Urban,282
2025-09-23,400001,Mumbai City,Maharashtra,Urban,255
2025-09-24,400001,Mumbai City,Maharashtra,Urban,206
2025-09-25,400001,Mumbai City,Maharashtra,Urban,193
2025-09-26,400001,Mumbai City,Maharashtra,Urban,188
2025-09-27,400001,Mumbai City,Maharashtra,Urban,208
2025-09-28,400001,Mumbai City,Maharashtra,Urban,131
2025-09-29,400001,Mumbai City,Maharashtra,Urban,286
2025-09-30,400001,Mumbai City,Maharashtra,Urban,233
2025-10-01,400001,Mumbai City,Maharashtra,Urban,315
2025-10-02,400001,Mumbai City,Maharashtra,Urban,65
2025-10-03,400001,Mumbai City,Maharashtra,Urban,470
2025-10-04,400001,Mumbai City,Maharashtra,Urban,215
2025-10-05,400001,Mumbai City,Maharashtra,Urban,109
2025-10-06,400001,Mumbai City,Maharashtra,Urban,296
2025-10-07,400001,Mumbai City,Maharashtra,Urban,254
2025-10-08,400001,Mumbai City,Maharashtra,Urban,339
2025-10-09,400001,Mumbai City,Maharashtra,Urban,217
2025-10-10,400001,Mumbai City,Maharashtra,Urban,259
2025-10-11,400001,Mumbai City,Maharashtra,Urban,153
2025-10-12,400001,Mumbai City,Maharashtra,Urban,147
2025-10-13,400001,Mumbai City,Maharashtra,Urban,332
2025-10-14,400001,Mumbai City,Maharashtra,Urban,369
2025-10-15,400001,Mumbai City,Maharashtra,Urban,284
2025-10-16,400001,Mumbai City,Maharashtra,Urban,253
2025-10-17,400001,Mumbai City,Maharashtra,Urban,297
2025-10-18,400001,Mumbai City,Maharashtra,Urban,124
2025-10-19,400001,Mumbai City,Maharashtra,Urban,164
2025-10-20,400001,Mumbai City,Maharashtra,Urban,327
2025-10-21,400001,Mumbai City,Maharashtra,Urban,319
2025-10-22,400001,Mumbai City,Maharashtra,Urban,308
2025-10-23,400001,Mumbai City,Maharashtra,Urban,352
2025-10-24,400001,Mumbai City,Maharashtra,Urban,63
2025-10-25,400001,Mumbai City,Maharashtra,Urban,333
2025-10-26,400001,Mumbai City,Maharashtra,Urban,118
2025-10-27,400001,Mumbai City,Maharashtra,Urban,337
2025-10-28,400001,Mumbai City,Maharashtra,Urban,393
2025-10-29,400001,Mumbai City,Maharashtra,Urban,289
2025-10-30,400001,Mumbai City,Maharashtra,Urban,213
2025-10-31,400001,Mumbai City,Maharashtra,Urban,313
2025-11-01,400001,Mumbai City,Maharashtra,Urban,53
2025-11-02,400001,Mumbai City,Maharashtra,Urban,314
2025-11-03,400001,Mumbai City,Maharashtra,Urban,512
2025-11-04,400001,Mumbai City,Maharashtra,Urban,357
2025-11-05,400001,Mumbai City,Maharashtra,Urban,378
2025-11-06,400001,Mumbai City,Maharashtra,Urban,470
2025-11-07,400001,Mumbai City,Maharashtra,Urban,429
2025-11-08,400001,Mumbai City,Maharashtra,Urban,227
2025-11-09,400001,Mumbai City,Maharashtra,Urban,172
2025-11-10,400001,Mumbai City,Maharashtra,Urban,520
2025-11-11,400001,Mumbai City,Maharashtra,Urban,432
2025-11-12,400001,Mumbai City,Maharashtra,Urban,331
2025-11-13,400001,Mumbai City,Maharashtra,Urban,260
2025-11-14,400001,Mumbai City,Maharashtra,Urban,416
2025-11-15,400001,Mumbai City,Maharashtra,Urban,220
2025-11-16,400001,Mumbai City,Maharashtra,Urban,189
2025-11-17,400001,Mumbai City,Maharashtra,Urban,460
2025-11-18,400001,Mumbai City,Maharashtra,Urban,378
2025-11-19,400001,Mumbai City,Maharashtra,Urban,381
2025-11-20,400001,Mumbai City,Maharashtra,Urban,388
2025-11-21,400001,Mumbai City,Maharashtra,Urban,387
2025-11-22,400001,Mumbai City,Maharashtra,Urban,205
2025-11-23,400001,Mumbai City,Maharashtra,Urban,156
2025-11-24,400001,Mumbai City,Maharashtra,Urban,375
2025-11-25,400001,Mumbai City,Maharashtra,Urban,432
2025-11-26,400001,Mumbai City,Maharashtra,Urban,394
2025-11-27,400001,Mumbai City,Maharashtra,Urban,390
2025-11-28,400001,Mumbai City,Maharashtra,Urban,313
2025-11-29,400001,Mumbai City,Maharashtra,Urban,267
2025-11-30,400001,Mumbai City,Maharashtra,Urban,211
2025-12-01,400001,Mumbai City,Maharashtra,Urban,319
2025-12-02,400001,Mumbai City,Maharashtra,Urban,295
2025-12-03,400001,Mumbai City,Maharashtra,Urban,290
2025-12-04,400001,Mumbai City,Maharashtra,Urban,373
2025-12-05,400001,Mumbai City,Maharashtra,Urban,236
2025-12-06,400001,Mumbai City,Maharashtra,Urban,219
2025-12-07,400001,Mumbai City,Maharashtra,Urban,137
2025-12-08,400001,Mumbai City,Maharashtra,Urban,291
2025-12-09,400001,Mumbai City,Maharashtra,Urban,293
2025-12-10,400001,Mumbai City,Maharashtra,Urban,234
2025-12-11,400001,Mumbai City,Maharashtra,Urban,288
2025-12-12,400001,Mumbai City,Maharashtra,Urban,312
2025-12-13,400001,Mumbai City,Maharashtra,Urban,200
2025-12-14,400001,Mumbai City,Maharashtra,Urban,69
2025-12-15,400001,Mumbai City,Maharashtra,Urban,267
2025-12-16,400001,Mumbai City,Maharashtra,Urban,312
2025-12-17,400001,Mumbai City,Maharashtra,Urban,259
2025-12-18,400001,Mumbai City,Maharashtra,Urban,363
2025-12-19,400001,Mumbai City,Maharashtra,Urban,353
2025-12-20,400001,Mumbai City,Maharashtra,Urban,215
2025-12-21,400001,Mumbai City,Maharashtra,Urban,132
2025-12-22,400001,Mumbai City,Maharashtra,Urban,264
2025-12-23,400001,Mumbai City,Maharashtra,Urban,262
2025-12-24,400001,Mumbai City,Maharashtra,Urban,310
2025-12-25,400001,Mumbai City,Maharashtra,Urban,77
2025-12-26,400001,Mumbai City,Maharashtra,Urban,276
2025-12-27,400001,Mumbai City,Maharashtra,Urban,118
2025-12-28,400001,Mumbai City,Maharashtra,Urban,117
2025-12-29,400001,Mumbai City,Maharashtra,Urban,401
2025-12-30,400001,Mumbai City,Maharashtra,Urban,280
2025-12-31,400001,Mumbai City,Maharashtra,Urban,341
2026-01-01,400001,Mumbai City,Maharashtra,Urban,228
2026-01-02,400001,Mumbai City,Maharashtra,Urban,247
2026-01-03,400001,Mumbai City,Maharashtra,Urban,244
2026-01-04,400001,Mumbai City,Maharashtra,Urban,92
2026-01-05,400001,Mumbai City,Maharashtra,Urban,277
2026-01-06,400001,Mumbai City,Maharashtra,Urban,289
2026-01-07,400001,Mumbai City,Maharashtra,Urban,219
2026-01-08,400001,Mumbai City,Maharashtra,Urban,239
2026-01-09,400001,Mumbai City,Maharashtra,Urban,131
2026-01-10,400001,Mumbai City,Maharashtra,Urban,184
2026-01-11,400001,Mumbai City,Maharashtra,Urban,129
2026-01-12,400001,Mumbai City,Maharashtra,Urban,258
2026-01-13,400001,Mumbai City,Maharashtra,Urban,220
2026-01-14,400001,Mumbai City,Maharashtra,Urban,291
2026-01-15,400001,Mumbai City,Maharashtra,Urban,224
2026-01-16,400001,Mumbai City,Maharashtra,Urban,176
2026-01-17,400001,Mumbai City,Maharashtra,Urban,155
2026-01-18,400001,Mumbai City,Maharashtra,Urban,111
2026-01-19,400001,Mumbai City,Maharashtra,Urban,332
2026-01-20,400001,Mumbai City,Maharashtra,Urban,239
2026-01-21,400001,Mumbai City,Maharashtra,Urban,170
2026-01-22,400001,Mumbai City,Maharashtra,Urban,239
2026-01-23,400001,Mumbai City,Maharashtra,Urban,220
2026-01-24,400001,Mumbai City,Maharashtra,Urban,103
2026-01-25,400001,Mumbai City,Maharashtra,Urban,95
2026-01-26,400001,Mumbai City,Maharashtra,Urban,31
2026-01-27,400001,Mumbai City,Maharashtra,Urban,360
2026-01-28,400001,Mumbai City,Maharashtra,Urban,195
2026-01-29,400001,Mumbai City,Maharashtra,Urban,192
2026-01-30,400001,Mumbai City,Maharashtra,Urban,247
2026-01-31,400001,Mumbai City,Maharashtra,Urban,132
2025-01-01,560001,Bangalore Urban,Karnataka,Urban,256
2025-01-02,560001,Bangalore Urban,Karnataka,Urban,219
2025-01-03,560001,Bangalore Urban,Karnataka,Urban,184
2025-01-04,560001,Bangalore Urban,Karnataka,Urban,76
2025-01-05,560001,Bangalore Urban,Karnataka,Urban,126
2025-01-06,560001,Bangalore Urban,Karnataka,Urban,153
2025-01-07,560001,Bangalore Urban,Karnataka,Urban,296
2025-01-08,560001,Bangalore Urban,Karnataka,Urban,198
2025-01-09,560001,Bangalore Urban,Karnataka,Urban,216
2025-01-10,560001,Bangalore Urban,Karnataka,Urban,159
2025-01-11,560001,Bangalore Urban,Karnataka,Urban,108
2025-01-12,560001,Bangalore Urban,Karnataka,Urban,123
2025-01-13,560001,Bangalore Urban,Karnataka,Urban,245
2025-01-14,560001,Bangalore Urban,Karnataka,Urban,184
2025-01-15,560001,Bangalore Urban,Karnataka,Urban,236
2025-01-16,560001,Bangalore Urban,Karnataka,Urban,246
2025-01-17,560001,Bangalore Urban,Karnataka,Urban,187
2025-01-18,560001,Bangalore Urban,Karnataka,Urban,143
2025-01-19,560001,Bangalore Urban,Karnataka,Urban,74
2025-01-20,560001,Bangalore Urban,Karnataka,Urban,260
2025-01-21,560001,Bangalore Urban,Karnataka,Urban,298
2025-01-22,560001,Bangalore Urban,Karnataka,Urban,206
2025-01-23,560001,Bangalore Urban,Karnataka,Urban,206
2025-01-24,560001,Bangalore Urban,Karnataka,Urban,181
2025-01-25,560001,Bangalore Urban,Karnataka,Urban,131
2025-01-26,560001,Bangalore Urban,Karnataka,Urban,11
2025-01-27,560001,Bangalore Urban,Karnataka,Urban,278
2025-01-28,560001,Bangalore Urban,Karnataka,Urban,256
2025-01-29,560001,Bangalore Urban,Karnataka,Urban,233
2025-01-30,560001,Bangalore Urban,Karnataka,Urban,205
2025-01-31,560001,Bangalore Urban,Karnataka,Urban,167
2025-02-01,560001,Bangalore Urban,Karnataka,Urban,151
2025-02-02,560001,Bangalore Urban,Karnataka,Urban,159
2025-02-03,560001,Bangalore Urban,Karnataka,Urban,275
2025-02-04,560001,Bangalore Urban,Karnataka,Urban,230
2025-02-05,560001,Bangalore Urban,Karnataka,Urban,225
2025-02-06,560001,Bangalore Urban,Karnataka,Urban,235
2025-02-07,560001,Bangalore Urban,Karnataka,Urban,187
2025-02-08,560001,Bangalore Urban,Karnataka,Urban,150
2025-02-09,560001,Bangalore Urban,Karnataka,Urban,52
2025-02-10,560001,Bangalore Urban,Karnataka,Urban,270
2025-02-11,560001,Bangalore Urban,Karnataka,Urban,169
2025-02-12,560001,Bangalore Urban,Karnataka,Urban,233
2025-02-13,560001,Bangalore Urban,Karnataka,Urban,177
2025-02-14,560001,Bangalore Urban,Karnataka,Urban,156
2025-02-15,560001,Bangalore Urban,Karnataka,Urban,152
2025-02-16,560001,Bangalore Urban,Karnataka,Urban,131
2025-02-17,560001,Bangalore Urban,Karnataka,Urban,253
2025-02-18,560001,Bangalore Urban,Karnataka,Urban,221
2025-02-19,560001,Bangalore Urban,Karnataka,Urban,177
2025-02-20,560001,Bangalore Urban,Karnataka,Urban,176
2025-02-21,560001,Bangalore Urban,Karnataka,Urban,172
2025-02-22,560001,Bangalore Urban,Karnataka,Urban,122
2025-02-23,560001,Bangalore Urban,Karnataka,Urban,86
2025-02-24,560001,Bangalore Urban,Karnataka,Urban,222
2025-02-25,560001,Bangalore Urban,Karnataka,Urban,233
2025-02-26,560001,Bangalore Urban,Karnataka,Urban,150
2025-02-27,560001,Bangalore Urban,Karnataka,Urban,198
2025-02-28,560001,Bangalore Urban,Karnataka,Urban,189
2025-03-01,560001,Bangalore Urban,Karnataka,Urban,188
2025-03-02,560001,Bangalore Urban,Karnataka,Urban,114
2025-03-03,560001,Bangalore Urban,Karnataka,Urban,336
2025-03-04,560001,Bangalore Urban,Karnataka,Urban,234
2025-03-05,560001,Bangalore Urban,Karnataka,Urban,283
2025-03-06,560001,Bangalore Urban,Karnataka,Urban,171
2025-03-07,560001,Bangalore Urban,Karnataka,Urban,203
2025-03-08,560001,Bangalore Urban,Karnataka,Urban,151
2025-03-09,560001,Bangalore Urban,Karnataka,Urban,105
2025-03-10,560001,Bangalore Urban,Karnataka,Urban,268
2025-03-11,560001,Bangalore Urban,Karnataka,Urban,268
2025-03-12,560001,Bangalore Urban,Karnataka,Urban,208
2025-03-13,560001,Bangalore Urban,Karnataka,Urban,208
2025-03-14,560001,Bangalore Urban,Karnataka,Urban,72
2025-03-15,560001,Bangalore Urban,Karnataka,Urban,186
2025-03-16,560001,Bangalore Urban,Karnataka,Urban,96
2025-03-17,560001,Bangalore Urban,Karnataka,Urban,257
2025-03-18,560001,Bangalore Urban,Karnataka,Urban,179
2025-03-19,560001,Bangalore Urban,Karnataka,Urban,281
2025-03-20,560001,Bangalore Urban,Karnataka,Urban,206
2025-03-21,560001,Bangalore Urban,Karnataka,Urban,223
2025-03-22,560001,Bangalore Urban,Karnataka,Urban,120
2025-03-23,560001,Bangalore Urban,Karnataka,Urban,118
2025-03-24,560001,Bangalore Urban,Karnataka,Urban,263
2025-03-25,560001,Bangalore Urban,Karnataka,Urban,142
2025-03-26,560001,Bangalore Urban,Karnataka,Urban,161
2025-03-27,560001,Bangalore Urban,Karnataka,Urban,239
2025-03-28,560001,Bangalore Urban,Karnataka,Urban,204
2025-03-29,560001,Bangalore Urban,Karnataka,Urban,197
2025-03-30,560001,Bangalore Urban,Karnataka,Urban,138
2025-03-31,560001,Bangalore Urban,Karnataka,Urban,26
2025-04-01,560001,Bangalore Urban,Karnataka,Urban,384
2025-04-02,560001,Bangalore Urban,Karnataka,Urban,371
2025-04-03,560001,Bangalore Urban,Karnataka,Urban,283
2025-04-04,560001,Bangalore Urban,Karnataka,Urban,285
2025-04-05,560001,Bangalore Urban,Karnataka,Urban,166
2025-04-06,560001,Bangalore Urban,Karnataka,Urban,93
2025-04-07,560001,Bangalore Urban,Karnataka,Urban,290
2025-04-08,560001,Bangalore Urban,Karnataka,Urban,240
2025-04-09,560001,Bangalore Urban,Karnataka,Urban,201
2025-04-10,560001,Bangalore Urban,Karnataka,Urban,50
2025-04-11,560001,Bangalore Urban,Karnataka,Urban,307
